Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Build_Paint_N,Building_Fenced,Build_Fence_N,Garden,Garden_V,Garden_O,Garden_T,Settlement,Settlement2,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H6164,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,650,4,1990,4,6007.0,0
H19070,2016,0.994535519,0,V,0,N,1,O,0,1,0,R,0,3768,1,2012,5,54323.0,0
H7445,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,611,1,1980,0,73132.0,0
H17448,2013,0.495890411,0,V,0,V,0,V,1,0,0,U,1,0,1,2009,0,0.0,0
H14597,2014,1.0,1,N,1,V,0,V,1,0,0,U,1,1300,3,1960,0,92026.0,0
H4637,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,0,2,1962,0,0.0,0
H18414,2012,0.713114754,0,V,0,N,1,O,0,1,0,R,0,2200,2,1988,7,62826.0,0
H2994,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,350,2,1900,4,13205.0,0
H15036,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,9474,2,2008,4,83118.0,0
H15169,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,540,3,1960,0,33063.0,0
H16995,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,1671,2,1960,8,13204.0,0
H14060,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,560,3,1980,0,64483.0,0
H410,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,563,1,1960,4,23096.0,0
H5091,2014,0.915068493,0,N,1,V,0,V,1,0,0,U,1,335,4,1960,0,6088.0,0
H490,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,500,2,1900,3,66136.0,0
H4027,2013,0.709589041,0,N,1,V,0,V,1,0,0,U,1,400,1,1980,0,63300.0,0
H6573,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1800,2,2003,2,64407.0,0
H17660,2013,0.745205479,1,V,0,N,1,O,0,1,0,R,0,1799,2,2004,6,69387.0,1
H3655,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,3355,3,1970,9,64483.0,1
H17292,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,7100,1,1969,11,37261.0,0
H2158,2014,1.0,1,V,0,V,0,V,1,0,0,U,1,1800,4,1960,0,6088.0,0
H17572,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1957,3,1950,4,94041.0,1
H3358,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,1200,3,1988,0,67482.0,0
H4148,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,570,2,1980,0,62917.0,1
H2586,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,2400,1,1980,0,5061.0,0
H16024,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,2300,2,1980,3,83009.0,0
H4759,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,900,2,0,0,57412.0,0
H18149,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,210,2,1700,5,83119.0,0
H17013,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,380,2,1910,3,13210.0,0
H1523,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,4122,2,1980,0,34902.0,1
H14901,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,700,2,1960,0,13207.0,0
H16734,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,1260,2,1980,5,83123.0,0
H19039,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,5598,4,1980,5,6083.0,1
H19090,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,3600,2,2008,3,59367.0,0
H15583,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,2550,1,2009,3,42299.0,0
H1509,2014,0.747945205,0,V,0,N,1,O,0,1,0,R,0,2400,2,1960,5,13204.0,0
H15459,2013,0.583561644,0,V,0,V,0,V,1,0,0,U,1,0,1,1900,0,0.0,0
H18106,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,6489,2,2011,6,83126.0,0
H4295,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,3500,1,1980,0,13117.0,1
H17912,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,500,4,1900,3,6104.0,0
H18763,2014,0.495890411,1,V,0,N,1,O,0,1,0,R,0,376,3,1970,3,94058.0,0
H2663,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,1034,2,1960,0,38544.0,1
H16175,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,4909,2,2010,5,31555.0,1
H12608,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,300,1,0,0,13001.0,0
H1844,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,876,3,1960,0,54395.0,1
H14051,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,1940,2,1979,2,66004.0,0
H15061,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,4000,2,1988,0,42218.0,1
H3046,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,900,2,1930,5,63113.0,0
H15287,2014,0.246575342,0,V,0,N,1,O,0,1,0,R,0,3220,2,2005,4,95018.0,1
H14357,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1026,3,1960,0,92023.0,1
H17935,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,1210,4,1910,7,75110.0,0
H12663,2013,0.41369863,0,N,1,V,0,V,1,0,0,U,1,3500,1,1988,0,12300.0,0
H17496,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,6738,2,1960,4,78423.0,1
H6985,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,5781,2,0,0,11069.0,0
H6390,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,460,3,1988,0,93073.0,1
H3734,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,3760,1,1980,0,43157.0,1
H12745,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,1160,3,1910,5,93064.0,1
H18645,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,2770,2,2010,3,90075.0,0
H15221,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,3800,2,2004,3,57463.0,0
H13541,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,550,2,1980,0,38931.0,0
H17995,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,470,2,1930,4,26362.0,0
H1902,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1250,2,1980,0,34324.0,0
H4496,2015,0.052054795,0,V,0,V,0,V,1,0,0,U,1,2880,1,1980,0,88158.0,0
H13091,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1950,1,2007,5,35288.0,0
H2431,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,450,1,1960,0,73065.0,0
H14925,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,910,3,1980,0,92026.0,1
H742,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,1253,2,1985,2,31555.0,0
H6791,2012,0.068306011,1,N,1,V,0,V,1,0,0,U,1,1836,3,1980,0,92014.0,0
H6536,2013,0.665753425,0,N,1,V,0,V,1,0,0,U,1,300,4,1960,0,6016.0,0
H4608,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,750,2,1980,0,13212.0,0
H16607,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,6005,2,2003,1,66136.0,1
H16871,2014,0.093150685,1,V,0,N,1,O,0,1,0,R,0,2734,2,1970,5,78208.0,0
H4523,2013,0.161643836,0,V,0,N,1,O,0,1,0,R,0,280,2,1960,3,62108.0,0
H18277,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,460,2,1960,2,83123.0,0
H6126,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,10,4,1988,0,6004.0,0
H14465,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,500,1,1980,0,74173.0,0
H4705,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,4354,1,1988,0,91228.0,0
H13507,2013,0.0,1,N,1,V,0,V,1,0,0,U,1,1686,2,1980,0,95203.0,0
H4094,2016,0.994535519,0,V,0,N,1,O,0,1,0,R,0,320,2,1920,4,13205.0,1
H19182,2014,0.246575342,0,V,0,N,1,O,0,1,0,R,0,500,1,1996,3,74161.0,0
H15232,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,1200,3,1960,5,94068.0,0
H6008,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,450,1,1960,0,88196.0,0
H17915,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1500,4,1850,6,75105.0,1
H17206,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,2000,2,1991,3,83118.0,0
H13926,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,800,4,1960,0,75112.0,0
H379,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,6500,1,1979,5,36044.0,1
H2777,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,5266,4,1970,5,6088.0,0
H16387,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,480,2,1800,4,4088.0,0
H15017,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1558,1,1988,0,63070.0,1
H13560,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,896,4,1960,0,75103.0,1
H14032,2016,1.0,1,N,1,V,0,V,1,0,0,U,1,1765,4,1980,0,75109.0,0
H4713,2013,0.747945205,0,V,0,V,0,V,1,0,0,U,1,390,1,1980,0,44184.0,0
H5387,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,980,2,1960,0,13201.0,0
H2228,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,620,2,1960,0,14118.0,0
H5951,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1550,2,1980,0,30003.0,0
H2292,2013,0.915068493,0,V,0,N,1,O,0,1,0,R,0,500,2,1900,5,13206.0,0
H18800,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,4200,2,1975,9,38229.0,1
H3929,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1700,2,1960,0,13201.0,0
H2738,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,522,2,1964,2,13211.0,0
H15794,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,2126,2,2000,2,77296.0,0
H19789,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,1800,4,1965,6,6012.0,0
H18046,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,1257,3,1960,5,94002.0,0
H5290,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,0,1,2001,0,0.0,0
H6818,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,1700,3,1880,6,67482.0,0
H17169,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,1114,3,1990,4,67482.0,0
H15655,2013,0.0,1,V,0,N,1,O,0,1,0,R,0,6015,2,1960,4,95428.0,0
H4653,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,1000,4,1960,0,75110.0,0
H6116,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,490,2,1940,4,42218.0,0
H17898,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,850,1,2000,3,54188.0,0
H5755,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,8796,1,1980,0,21278.0,1
H3906,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,629,1,1960,0,91174.0,1
H19979,2016,0.016393443,1,V,0,N,1,O,0,1,0,R,0,510,2,1950,3,13215.0,0
H19016,2015,0.983561644,1,V,0,N,1,O,0,1,0,R,0,2892,3,2012,3,33281.0,0
H13344,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,770,2,1988,0,64160.0,0
H19101,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,8436,2,1990,4,90010.0,0
H16392,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,630,2,2010,4,66147.0,1
H485,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,800,1,1988,0,19031.0,0
H19859,2016,0.890710383,0,V,0,N,1,O,0,1,0,R,0,3700,1,2007,6,73011.0,1
H6989,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,211,1,1920,3,73015.0,1
H12971,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,10818,3,1988,0,94002.0,1
H2309,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,5000,2,1960,0,44109.0,0
H443,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,370,1,1980,0,86194.0,0
H16513,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,330,3,1920,3,94003.0,0
H4553,2016,1.0,0,V,0,V,0,V,1,0,0,U,1,1,3,1980,0,92078.0,0
H17723,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,5464,3,2011,5,59599.0,0
H16613,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,3900,2,1997,5,77468.0,1
H3357,2014,0.495890411,0,V,0,N,1,O,0,1,0,R,0,400,2,1988,4,62826.0,0
H15902,2013,0.0,1,V,0,N,1,O,0,1,0,R,0,600,3,1900,5,33063.0,0
H3926,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,4150,2,1980,0,14118.0,0
H285,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1795,2,1980,0,14118.0,0
H4344,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,580,2,1980,0,62571.0,1
H3780,2016,1.0,0,N,1,V,0,V,1,0,0,U,1,480,2,0,0,4176.0,0
H6914,2016,1.0,0,V,0,V,0,V,1,0,0,U,1,2062,3,1960,0,92025.0,0
H289,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,2200,2,1980,0,14118.0,1
H17625,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,2824,2,1970,3,78383.0,0
H16344,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,1800,2,2005,4,80228.0,1
H18422,2012,0.0,0,V,0,N,1,O,0,1,0,R,0,520,4,1950,3,6088.0,0
H3100,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,3612,2,1959,9,26362.0,0
H6135,2013,0.747945205,1,N,1,V,0,V,1,0,0,U,1,900,4,1988,0,6030.0,0
H4800,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1428,2,1980,0,26362.0,0
H3787,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,1300,2,0,0,21231.0,0
H15284,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,964,4,1900,4,75113.0,0
H5773,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,1986,1,1980,0,35093.0,0
H18339,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,104,2,1926,2,14715.0,0
H1442,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,3360,2,1920,6,42218.0,1
H13663,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,700,1,1978,3,74281.0,0
H2116,2013,1.0,1,V,0,V,0,V,1,0,0,U,1,610,3,0,0,33063.0,0
H209,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,1900,3,1950,5,92071.0,0
H13341,2013,0.915068493,0,N,1,V,0,V,1,0,0,U,1,8982,2,1988,0,83118.0,0
H51,2013,0.778082192,0,V,0,V,0,V,1,0,0,U,1,450,2,1960,0,13206.0,0
H1269,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,185,2,1980,0,14118.0,0
H4882,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,660,2,1960,0,13207.0,0
H17021,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,1002,2,1945,4,77288.0,0
H6759,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,450,2,1900,3,34172.0,0
H14946,2013,0.832876712,0,N,1,V,0,V,1,0,0,U,1,476,4,1960,0,6159.0,0
H16666,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,2612,1,2002,4,87085.0,0
H14773,2014,1.0,1,N,1,V,0,V,1,0,0,U,1,600,2,1960,0,13205.0,0
H16761,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,4275,3,1970,4,94034.0,0
H286,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,1450,2,1980,0,14488.0,0
H4483,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,500,1,1980,0,87085.0,0
H4157,2016,1.0,0,V,0,V,0,V,1,0,0,U,1,800,1,1960,0,91174.0,0
H15604,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,330,3,1930,4,92063.0,1
H19113,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,4400,1,1960,5,13054.0,0
H15411,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,2556,1,1974,3,13097.0,0
H15934,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1314,2,1990,4,34108.0,1
H14693,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,20818,3,1988,0,93005.0,0
H17164,2013,0.254794521,0,V,0,N,1,O,0,1,0,R,0,833,2,2011,4,14383.0,0
H6569,2015,1.0,1,V,0,V,0,V,1,0,0,U,1,760,2,1960,0,13206.0,0
H6826,2016,1.0,0,N,1,V,0,V,1,0,0,U,1,750,2,1960,0,30334.0,0
H6204,2016,0.038251366,0,V,0,V,0,V,1,0,0,U,1,0,1,1992,0,0.0,0
H15875,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,900,4,1985,3,6120.0,1
H6538,2014,1.0,1,N,1,V,0,V,1,0,0,U,1,6300,2,1980,0,38185.0,0
H13578,2014,1.0,1,N,1,V,0,V,1,0,0,U,1,1130,3,1980,0,92040.0,0
H6087,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1485,3,1960,5,64445.0,0
H19230,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,580,2,1950,4,13214.0,1
H3257,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,13777,1,1980,0,86194.0,1
H7335,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,1100,3,1930,5,67482.0,0
H14848,2016,0.99726776,0,N,1,V,0,V,1,0,0,U,1,1200,1,1960,0,63430.0,0
H425,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,700,1,0,0,32013.0,0
H1492,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,14472,2,1980,0,34902.0,1
H4067,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,1550,1,1960,0,91174.0,0
H2317,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,3600,1,1973,7,22282.0,0
H3729,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,550,1,1960,0,42187.0,0
H13714,2016,1.0,0,N,1,V,0,V,1,0,0,U,1,400,4,1980,0,6067.0,0
H19485,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,3100,2,1930,4,13208.0,0
H12810,2013,0.580821918,0,N,1,V,0,V,1,0,0,U,1,435,2,1960,0,57221.0,0
H2891,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,596,2,1990,4,63113.0,0
H14059,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,200,2,1970,3,68066.0,0
H4486,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,500,4,1960,4,6083.0,0
H6654,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,1650,2,1975,5,64422.0,1
H12656,2016,1.0,0,N,1,V,0,V,1,0,0,U,1,500,3,0,0,93047.0,0
H1772,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,2018,3,1970,3,92044.0,0
H6668,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,510,1,1980,0,86194.0,0
H6417,2016,0.99726776,1,N,1,V,0,V,1,0,0,U,1,300,2,1980,0,56121.0,0
H17871,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1807,3,1950,5,94018.0,1
H1632,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,2700,2,1989,3,38158.0,0
H18428,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,9481,3,1970,4,94004.0,0
H18592,2012,0.464480874,0,V,0,N,1,O,0,1,0,R,0,652,2,1900,3,76540.0,0
H6078,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,500,2,1980,0,34032.0,0
H7308,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,250,3,1960,0,92009.0,0
H13147,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,2600,1,1971,6,5023.0,1
H15989,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,2060,3,1900,2,94028.0,0
H12704,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,370,2,1982,3,4070.0,1
H18998,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,1250,2,1977,3,65017.0,0
H13383,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,784,1,1960,0,32248.0,0
H1446,2013,0.41369863,0,N,1,V,0,V,1,0,0,U,1,330,2,1960,0,21231.0,0
H434,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,630,2,1850,3,13001.0,1
H590,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,320,2,1950,3,13213.0,0
H2056,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,600,4,1920,5,6159.0,1
H4587,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1832,2,0,0,64122.0,0
H7007,2014,1.0,1,V,0,V,0,V,1,0,0,U,1,4900,2,1980,0,30125.0,0
H1606,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,790,3,1960,0,83137.0,0
H7017,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,850,2,1988,0,62193.0,0
H2322,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,1365,2,1950,3,30007.0,0
H13972,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,2850,2,1960,0,83098.0,1
H6474,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1166,2,1960,0,13205.0,0
H14185,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,950,2,1988,0,83107.0,0
H2458,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,450,2,1960,0,13205.0,0
H4041,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,1252,3,1930,7,92026.0,0
H17192,2013,0.747945205,1,V,0,N,1,O,0,1,0,R,0,8281,2,1958,6,95197.0,1
H18122,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,2650,4,1900,8,75116.0,1
H19524,2014,0.504109589,0,V,0,N,1,O,0,1,0,R,0,110,4,1900,3,6150.0,0
H14363,2012,0.543715847,1,N,1,V,0,V,1,0,0,U,1,250,2,1980,0,77470.0,0
H6641,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,804,2,1980,0,67434.0,0
H14776,2016,0.99726776,1,N,1,V,0,V,1,0,0,U,1,500,3,1960,0,94071.0,0
H7156,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,2250,1,1980,0,43157.0,1
H16887,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,250,1,1950,2,91027.0,0
H15168,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,3283,2,1980,5,13208.0,0
H12968,2016,0.99726776,1,N,1,V,0,V,1,0,0,U,1,350,2,1960,0,77186.0,0
H13542,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,600,2,1980,0,29151.0,0
H1760,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,1600,4,1904,7,75114.0,1
H18518,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1171,1,2011,3,44069.0,0
H3038,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,900,4,0,0,6004.0,0
H15623,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1650,3,1967,7,93045.0,0
H18191,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,384,2,1908,3,13212.0,0
H415,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,1800,2,1988,0,11262.0,0
H3901,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,11380,4,1980,7,6104.0,0
H5278,2013,0.0,0,N,1,V,0,V,1,0,0,U,1,150,2,1960,0,13206.0,0
H16810,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,3224,2,1970,5,78423.0,0
H15198,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,2205,4,1990,7,6088.0,1
H4451,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,345,3,0,0,92051.0,0
H15431,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,1902,1,1996,4,86041.0,0
H487,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,300,2,1960,0,14437.0,0
H17626,2013,0.747945205,1,V,0,N,1,O,0,1,0,R,0,2824,2,1970,3,78383.0,0
H15945,2016,0.068306011,1,V,0,N,1,O,0,1,0,R,0,500,2,1900,4,95500.0,0
H4752,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,882,4,1970,6,75105.0,0
H15873,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,14120,3,1980,8,33063.0,0
H13489,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,3800,2,1988,0,38563.0,0
H18493,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1975,4,1900,8,75108.0,0
H16718,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,1800,2,1957,6,13202.0,0
H2727,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,3700,2,1988,0,38931.0,1
H18225,2013,0.079452055,0,V,0,N,1,O,0,1,0,R,0,2500,2,1986,1,83036.0,0
H12975,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,700,2,1960,0,59295.0,0
H12712,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,2200,1,1960,0,84007.0,0
H15472,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,1460,4,1900,6,75116.0,1
H4172,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,465,2,1980,0,62108.0,0
H2939,2013,0.832876712,0,V,0,V,0,V,1,0,0,U,1,3600,2,1980,0,34172.0,0
H2552,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,360,1,0,0,74173.0,0
H16863,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,650,1,1900,4,58194.0,0
H5818,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,3600,1,1980,0,21278.0,0
H13685,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,1898,3,1850,3,33063.0,0
H7401,2013,0.205479452,1,V,0,V,0,V,1,0,0,U,1,250,2,1988,0,64122.0,0
H2507,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,1440,1,1985,5,5177.0,0
H18558,2016,1.0,1,V,0,V,0,V,1,0,0,U,1,0,1,1700,0,0.0,0
H5995,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,550,2,1930,3,69266.0,0
H3571,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,3550,2,1970,6,29232.0,0
H13669,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,360,2,1960,0,13208.0,0
H14887,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,6270,2,1960,0,62193.0,1
H5139,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,870,4,1800,5,75116.0,0
H4798,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,2535,4,1970,8,75116.0,1
H17143,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,3600,2,1958,5,95197.0,1
H5825,2016,1.0,0,V,0,V,0,V,1,0,0,U,1,1635,1,1980,0,42094.0,0
H16892,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,480,3,1930,3,94059.0,0
H2313,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,4903,1,1980,0,73179.0,0
H7327,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,1173,4,1999,5,6104.0,0
H19950,2016,0.081967213,1,V,0,N,1,O,0,1,0,R,0,300,4,1900,3,6083.0,0
H15768,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,550,2,1990,2,95424.0,0
H14344,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,1110,2,1980,0,38034.0,1
